,Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene
1186,Purple Afghan Kush,Indica,NA,4.7,6,THC 20%,CBD 0%,Aroused,Caryophyllene
1187,Dr. Grinspoon,Sativa,"aka Lester Grinspoon, Doctor Grinspoon",4.8,75,THC 16%,CBG 1%,Energetic,Terpinolene
1188,Sour Bubble,Indica,NA,4.5,49,THC 13%,CBD 0%,Sleepy,Caryophyllene
1189,Sour Gelato,Hybrid,NA,4.4,8,THC —,CBD —,Aroused,
1190,Grapefruit Sour Dream,Hybrid,NA,4.6,20,THC —,CBD —,Energetic,
1191,Root Beer Kush,Sativa,NA,3.6,46,THC —,CBD —,Creative,
1192,Granola Funk,Hybrid,NA,4.5,43,THC 21%,CBG 1%,Giggly,Caryophyllene
1193,OG Glue Sniffer,Hybrid,NA,4.7,21,THC —,CBD —,Relaxed,
1194,Darkside OG,Indica,NA,4.7,19,THC 19%,CBD 0%,Sleepy,Caryophyllene
1195,Quattro Kush,Hybrid,NA,4.9,16,THC —,CBD —,Hungry,
1196,Baker's Dozen,Hybrid,NA,4.4,9,THC —,CBD —,Focused,
1197,Malibu OG,Hybrid,NA,4.7,6,THC 24%,CBG 1%,Uplifted,Limonene
1198,Cold Snap,Hybrid,NA,4.4,10,THC 21%,CBG 1%,Relaxed,Pinene
1199,Rotten Rozay,Hybrid,NA,4.5,20,THC —,CBD —,Relaxed,
1200,Gorilla Punch,Hybrid,NA,3.6,8,THC 16%,CBG 1%,Giggly,Pinene
1201,Goudaberry,Hybrid,aka Gouda Berry,4.7,16,THC —,CBD —,Tingly,
1202,Aurora Indica,Indica,NA,4.3,103,THC 16%,CBG 1%,Sleepy,Myrcene
1203,Jack Flash,Hybrid,NA,4.2,322,THC 17%,CBD 0%,Energetic,Terpinolene
1204,Kush Sorbet,Hybrid,NA,4.8,12,THC —,CBD —,Euphoric,
1205,Mataro Blue,Indica,NA,4.5,52,THC 23%,CBG 1%,Relaxed,Ocimene
1207,Purple Voodoo,Hybrid,NA,4.3,96,THC 16%,CBD 0%,Tingly,Caryophyllene
1208,Flo OG,Indica,NA,4.4,78,THC 17%,CBG 1%,Relaxed,Limonene
1209,White Grape,Hybrid,aka White Grapes,4.8,5,THC 27%,CBG 1%,Giggly,Pinene
1210,Strawberry Sorbet,Hybrid,NA,4.8,4,THC 23%,CBG 2%,Tingly,Limonene
1211,Maraschino,Hybrid,NA,4.6,8,THC 16%,CBG 1%,Relaxed,Myrcene
1212,Purple Elephant,Indica,aka Elephant Purple,4.2,112,THC 19%,CBD 0%,Giggly,Myrcene
1213,Light Saber,Hybrid,NA,4.6,11,THC 18%,CBG 1%,Giggly,Pinene
1214,Zack's Cake,Hybrid,NA,4.8,16,THC —,CBD —,Happy,
1215,Samoas,Hybrid,aka Samoa Cookies,4.8,12,THC 19%,CBG 1%,Tingly,Myrcene
1216,Dosi-Woah! R1,Hybrid,NA,4.7,22,THC —,CBD —,Tingly,
1217,Lowryder,Hybrid,"aka Low Ryder, Lowrider, Low Rider",4.4,34,THC —,CBD —,Hungry,
1218,Blue OG,Hybrid,aka Blue OG Kush,4.1,156,THC 16%,CBD 0%,Sleepy,Myrcene
1219,Orange Tree,Hybrid,NA,4.5,6,THC 18%,CBD 0%,Energetic,Caryophyllene
1220,White Dawg,Hybrid,NA,4.1,72,THC 21%,CBD 0%,Talkative,Caryophyllene
1221,Zkittlez Mints,Unknown,NA,4.3,10,THC 23%,CBD 0%,Euphoric,Myrcene
1222,Sexxpot,Indica,aka Sex Pot,4.5,20,THC —,CBD —,Aroused,
1223,Gas Monkey,Hybrid,NA,4.7,30,THC 19%,CBG 1%,Hungry,Caryophyllene
1224,Raskal OG,Hybrid,aka Raskal OG Kush,4.1,137,THC 21%,CBG 1%,Talkative,Caryophyllene
1225,SAGE,Hybrid,NA,4.1,286,THC 17%,CBG 1%,Uplifted,Terpinolene
1226,White Cherry Truffle,Hybrid,NA,4.6,14,THC 16%,CBG 1%,Talkative,Myrcene
1227,LGBT,Hybrid,NA,4.5,2,THC 28%,CBG 2%,Tingly,Myrcene
1228,Garlic Jelly,Hybrid,aka JMO,4.7,3,THC —,CBD —,Tingly,
1229,Black Roses,Indica,NA,4.6,14,THC —,CBD —,Relaxed,
1230,Jellie Cake,Hybrid,NA,4.6,5,THC —,CBD —,Uplifted,
1231,The Sauce,Hybrid,NA,4.7,56,THC 17%,CBG 1%,Energetic,Limonene
1232,Pineapple Cookies,Hybrid,NA,4.4,34,THC 19%,CBG 1%,Aroused,Myrcene
1233,99 Problems,Unknown,NA,4.6,7,THC 21%,CBD 0%,Creative,Caryophyllene
1234,Caviar,Hybrid,aka Caviar Gold,4.8,5,THC —,CBD —,Sleepy,
1235,Paradise Waits,Hybrid,NA,4.7,82,THC —,CBD —,Happy,
1236,Florida Cake,Hybrid,NA,4.7,9,THC —,CBD —,Relaxed,
1237,Citron,Hybrid,NA,4.6,9,THC 25%,CBG 1%,Happy,Myrcene
1238,Blue Magic,Sativa,NA,4.6,48,THC —,CBD —,Energetic,
1239,Snow Lotus,Hybrid,aka Goohead,4.5,38,THC 19%,CBD 0%,Giggly,Limonene
1240,Katsu Bubba Kush,Indica,aka Katsu Bubba,4.5,94,THC 22%,CBG 1%,Sleepy,Limonene
1241,Salmon River OG,Indica,aka Salmon River OG Kush,4.5,94,THC 17%,CBG 1%,Sleepy,Limonene
1242,Bombsicle,Hybrid,NA,4.6,22,THC —,CBD —,Aroused,
1243,Violet Delight,Hybrid,NA,4.5,81,THC 20%,CBG 1%,Happy,Myrcene
1244,Blackberry Cream,Indica,aka Blackberry Creme,4.8,56,THC 15%,CBG 1%,Sleepy,Limonene
1245,Frozen Grapes,Hybrid,NA,4.4,18,THC —,CBD —,Creative,
1246,Full Moon,Sativa,NA,4.8,32,THC 13%,CBG 1%,Energetic,Myrcene
1247,Intergalactic,Hybrid,NA,4.7,17,THC —,CBD —,Relaxed,
1248,Strawberry Mochi,Hybrid,NA,4.6,8,THC —,CBD —,Energetic,
1249,Church OG,Indica,NA,4.1,130,THC —,CBD —,Sleepy,
1250,Sour Patch Kiss,Hybrid,NA,4.7,45,THC 19%,CBG 1%,Focused,Caryophyllene
1251,Green Dragon,Indica,"aka Master Thai's Green Dragon, MTGD-BX7, MTGD",4.1,88,THC 19%,CBG 1%,Giggly,Terpinolene
1252,Sumo Grande,Sativa,aka Sumo,4.5,16,THC —,CBD —,Focused,
1253,Colin OG S1,Hybrid,aka Colin OG,4.9,11,THC —,CBD —,Aroused,
1254,Blackwater OG,Hybrid,NA,4.5,22,THC 17%,CBG 1%,Sleepy,Myrcene
1255,Pirate Cake,Hybrid,NA,4.6,9,THC 22%,CBD 0%,Relaxed,Pinene
1256,Trap Star,Indica,NA,4.8,17,THC 23%,CBG 1%,Sleepy,Caryophyllene
1257,Cali Gold,Hybrid,aka California Gold,4.4,69,THC 19%,CBG 1%,Euphoric,Myrcene
1258,Peanut Butter Crunch,Hybrid,NA,5.0,7,THC 23%,CBG 1%,Aroused,Limonene
1259,Sherbhead,Hybrid,NA,4.7,12,THC —,CBD —,Energetic,
1260,Fire Cookies,Hybrid,NA,4.3,6,THC 21%,CBG 1%,Tingly,Myrcene
1262,Bananas,Hybrid,"aka B1, B1 Bananas, Banana",4.5,33,THC 17%,CBG 1%,Relaxed,Limonene
1263,Headband Cookies Bx1,Hybrid,NA,4.7,10,THC —,CBD —,Euphoric,
1264,Robots,Hybrid,NA,4.9,12,THC 29%,CBG 1%,Euphoric,Limonene
1265,Chem Pie OG,Hybrid,aka Chem Pie,4.7,10,THC 22%,CBG 1%,Talkative,Limonene
1266,Do-Si-Pie,Hybrid,aka Dosi Pie,4.7,10,THC 14%,CBD 0%,Aroused,Caryophyllene
1267,Bugatti,Hybrid,"aka Bugatti OG, Bugatti OG Kush",4.5,57,THC —,CBD —,Relaxed,
1268,Blue Iguana,Hybrid,NA,3.7,13,THC —,CBD —,Talkative,
1269,Shortbread,Hybrid,NA,4.6,13,THC 14%,CBD 1%,Talkative,Limonene
1270,Amherst Sour Diesel,Hybrid,NA,4.5,26,THC 18%,CBG 1%,Tingly,Myrcene
1271,8 Ball Kush,Indica,aka 8 Ball,4.2,65,THC 22%,CBG 1%,Hungry,Myrcene
1272,Fucking Incredible,Indica,NA,4.2,247,THC 17%,CBG 1%,Tingly,Myrcene
1273,Tangilope,Sativa,NA,4.5,161,THC 14%,CBD 0%,Energetic,Myrcene
1274,Blue Tommyz,Hybrid,NA,4.9,18,THC —,CBD —,Relaxed,
1275,Gelato Pie,Hybrid,NA,4.4,8,THC —,CBD —,Relaxed,
1276,Alice in Wonderland,Sativa,NA,4.5,112,THC 16%,CBG 1%,Creative,Myrcene
1277,Sour OG Cheese,Hybrid,NA,4.9,16,THC 18%,CBD 0%,Euphoric,Limonene
1278,Bubble Bath,Indica,NA,4.9,9,THC 16%,CBG 1%,Focused,Myrcene
1279,Star Pupil,Hybrid,NA,4.6,21,THC 18%,CBG 1%,Focused,Myrcene
1280,Purple Power,Sativa,NA,4.5,24,THC —,CBD —,Talkative,
1281,Black Russian,Indica,NA,4.4,97,THC 16%,CBG 1%,Sleepy,Myrcene
1282,Afghan Skunk,Indica,aka Afghani Skunk,4.4,62,THC 18%,CBG 1%,Sleepy,Myrcene
1283,Blue Banana,Hybrid,NA,4.8,5,THC 21%,CBG 1%,Happy,Caryophyllene
1284,Formula One,Hybrid,aka Formula 1,4.5,4,THC —,CBD —,Energetic,
1285,Pillow Factory,Hybrid,NA,4.4,13,THC 21%,CBG 1%,Tingly,Limonene
1286,Rollins,Hybrid,NA,4.5,67,THC —,CBD —,Energetic,
1287,Burkle,Indica,NA,4.7,88,THC —,CBD —,Sleepy,
1288,Sour Gorilla,Sativa,aka Gorilla Diesel,5.0,5,THC 19%,CBD 0%,Uplifted,Pinene
1289,Rare Darkness,Indica,NA,4.6,144,THC 16%,CBG 1%,Sleepy,Myrcene
1290,Orange Runtz,Hybrid,NA,4.7,16,THC 25%,CBG 2%,Focused,Myrcene
1291,Timewreck,Sativa,NA,4.4,144,THC 19%,CBG 1%,Energetic,Limonene
1292,G.O.A.T.,Hybrid,NA,4.2,10,THC —,CBD —,Relaxed,
1293,The Hog,Indica,"aka Hog, Haracept, Tennessee Hog",4.1,144,THC 20%,CBG 1%,Sleepy,Myrcene
1294,Lemon Kush Headband,Hybrid,NA,4.8,13,THC 20%,CBG 1%,Relaxed,Limonene
1295,Ice Cream Sundae,Hybrid,NA,4.0,5,THC —,CBD —,,
1296,Big Mac,Indica,NA,4.4,10,THC —,CBD —,Sleepy,
1297,Gorilla Kush,Hybrid,NA,3.9,11,THC 18%,CBD 0%,Giggly,Myrcene
1298,Chemmy Jones,Hybrid,"aka Chem Jones, Chemdog Jones",4.6,99,THC 18%,CBD 1%,Energetic,Caryophyllene
1299,Panda OG,Hybrid,aka Panda,4.3,32,THC —,CBD —,Focused,
1300,Purple Diamond,Hybrid,NA,4.3,10,THC —,CBD —,Tingly,
1301,Sunburn,Sativa,NA,4.4,58,THC 20%,CBG 1%,Energetic,Caryophyllene
1302,Alaska,Sativa,NA,4.5,87,THC —,CBD —,Energetic,
1303,Sour Banana,Hybrid,NA,3.8,17,THC 24%,CBG 1%,Focused,Limonene
1304,Terpwin Station,Hybrid,NA,4.1,18,THC —,CBD —,Hungry,
1305,Eastside OG,Hybrid,NA,4.6,5,THC —,CBD —,Creative,
1306,OG Poison,Hybrid,aka Poison og,4.3,45,THC —,CBD —,Sleepy,
1307,Blue Glue,Hybrid,NA,4.9,14,THC 17%,CBD 0%,Euphoric,Pinene
1308,Mountaintop Mint,Hybrid,NA,4.8,6,THC 22%,CBD 0%,Aroused,Limonene
1309,Dr. Gonzo,Hybrid,NA,4.7,23,THC —,CBD —,Aroused,
1310,Hectane,Hybrid,NA,4.5,12,THC 24%,CBD 0%,Tingly,Limonene
1311,Godzilla,Indica,NA,4.3,48,THC 21%,CBD 0%,Hungry,Caryophyllene
1312,Collie Man Kush,Hybrid,NA,4.7,3,THC 27%,CBG 1%,Talkative,Caryophyllene
1313,Londonchello,Hybrid,NA,4.0,9,THC —,CBD —,Focused,
1314,Sour Cream,Hybrid,NA,4.2,88,THC 19%,CBD 0%,Happy,Pinene
1315,Sherb Breath,Hybrid,aka Sherb's Breath,4.8,10,THC 24%,CBG 1%,Creative,Limonene
1316,Double Durban,Indica,NA,4.3,12,THC —,CBD —,Aroused,
1317,Purple Pie,Hybrid,NA,4.8,8,THC —,CBD —,Hungry,
1318,Huckleberry Soda,Hybrid,NA,4.4,7,THC 18%,CBD 0%,Creative,Myrcene
1319,Northern Wreck,Indica,"aka Northern Trainwreck, Northern Lights x Trainwreck",4.7,87,THC 28%,CBG 1%,Relaxed,Caryophyllene
1320,Alpha Blue,Sativa,"aka Alpha Dream, DD",4.4,115,THC 20%,CBG 1%,Energetic,Myrcene
1321,Queen Mother Goji,Indica,NA,4.7,52,THC —,CBD —,Focused,
1322,Apollo 13,Hybrid,NA,4.3,155,THC 19%,CBD 0%,Energetic,Myrcene
1323,Secret Cookies,Hybrid,NA,4.6,13,THC —,CBD —,Relaxed,
1324,Hubba Bubba Kush,Hybrid,"aka Hubba Bubba, Hubba Bubba OG, HBK",4.3,16,THC —,CBD —,Sleepy,
1325,White Lightning,Hybrid,NA,4.4,109,THC 17%,CBD 0%,Happy,Myrcene
1326,Querkle,Indica,NA,4.2,255,THC 19%,CBG 1%,Sleepy,Myrcene
1327,Lemon Banana Sherbet,Hybrid,NA,4.3,30,THC 19%,CBG 1%,Happy,Myrcene
1328,Slymer,Hybrid,aka Slimer,3.9,8,THC 19%,CBG 1%,Talkative,Terpinolene
1329,NF1,Hybrid,NA,4.6,40,THC —,CBD —,Talkative,
1330,Tropicana Haze,Unknown,NA,4.8,13,THC 20%,CBD 0%,Talkative,Myrcene
1331,Dark Side of the Moon,Indica,NA,4.6,59,THC 20%,CBG 1%,Sleepy,Limonene
1332,Purple Glue,Hybrid,NA,4.7,20,THC 24%,CBG 2%,Euphoric,Myrcene
1333,G Wagon,Sativa,NA,4.2,37,THC —,CBD —,Energetic,
1334,Purple Frost,Hybrid,NA,4.4,16,THC 19%,CBD 0%,Talkative,Myrcene
1335,American Pie,Hybrid,NA,4.7,13,THC 23%,CBG 1%,Uplifted,Myrcene
1336,Frostbite,Sativa,NA,4.1,34,THC 18%,CBD 0%,Talkative,Myrcene
1337,Lemon Lava,Hybrid,NA,4.5,12,THC —,CBD —,Focused,
1338,Big Bang,Indica,NA,4.0,77,THC —,CBD —,Sleepy,
1339,Critical Plus 2.0,Indica,NA,4.3,30,THC 19%,CBG 1%,Tingly,Myrcene
1340,Arise,Sativa,NA,4.3,8,THC —,CBD —,Focused,
1341,K2,Hybrid,NA,3.9,56,THC —,CBD —,Hungry,
1342,Wedding Cake MAC,Hybrid,NA,4.3,3,THC 24%,CBG 1%,,Limonene
1343,SnowLAnd,Hybrid,aka Snowland,4.7,64,THC 20%,CBG 2%,Aroused,Terpinolene
1344,Vanilla Gorilla,Hybrid,NA,4.3,22,THC 18%,CBD 0%,Giggly,Caryophyllene
1345,Buddha Haze,Sativa,NA,4.6,48,THC —,CBD —,Uplifted,
1346,Black Diesel,Sativa,NA,4.2,77,THC —,CBD —,Energetic,
1347,Honey Badger Haze,Hybrid,aka Honey Badger,4.6,34,THC 22%,CBG 1%,Energetic,Myrcene
1348,Warhead,Hybrid,NA,4.9,9,THC 20%,CBD 0%,Happy,Myrcene
1349,Shark Cake,Hybrid,NA,4.6,14,THC —,CBD —,Talkative,
1350,Acid Dough,Sativa,NA,4.6,34,THC —,CBD —,Energetic,
1351,Jungle Punch #8,Unknown,NA,4.0,9,THC —,CBD —,Relaxed,
1352,Dark Shadow Haze,Hybrid,NA,4.8,8,THC 15%,CBD 1%,Euphoric,Myrcene
1353,MAC Mints,Unknown,NA,4.6,9,THC —,CBD —,Relaxed,
1354,Humboldt,Hybrid,aka Humboldt Kush,4.2,50,THC 18%,CBD 0%,Giggly,Myrcene
1355,Sour Strawberry Diesel,Hybrid,NA,4.5,62,THC 22%,CBG 1%,Aroused,Limonene
1356,Cookies and Dream,Hybrid,"aka Cookies 'N Dream, Dream Cookie",4.6,57,THC —,CBD —,Happy,
1357,Triangle Canyon,Hybrid,NA,4.6,10,THC 22%,CBG 1%,Tingly,Limonene
1358,Glazed Cherries,Hybrid,NA,4.3,4,THC —,CBD —,Uplifted,
1359,Candy Cream,Unknown,NA,4.5,8,THC 24%,CBG 1%,Aroused,Caryophyllene
1360,Dynamite,Indica,NA,4.3,103,THC —,CBD —,Sleepy,
1361,Strawberry Jelly,Hybrid,NA,4.8,6,THC —,CBD —,Giggly,
1362,Blue Rhino,Hybrid,NA,4.2,133,THC 19%,CBG 1%,Sleepy,Limonene
1363,Buddha Tahoe,Indica,"aka Buddha Tahoe OG, Buddha Tahoe OG Kush",4.5,112,THC 18%,CBD 0%,Relaxed,Myrcene
1364,Paradise Circus,Hybrid,NA,4.2,24,THC 20%,CBD 0%,Uplifted,Caryophyllene
1365,Lucid Dream,Hybrid,NA,4.6,114,THC —,CBD —,Energetic,
1366,Moon Pie,Hybrid,NA,4.5,6,THC —,CBD —,,
1367,Ice Wreck,Hybrid,NA,4.2,51,THC —,CBD —,Tingly,
1368,Purple Lamborghini,Hybrid,NA,4.7,13,THC 18%,CBD 0%,Aroused,Myrcene
1369,Purple Dog Poop,Hybrid,aka Purple Dog Shit,4.7,23,THC —,CBD —,Giggly,
1370,Pootie Tang,Hybrid,NA,4.7,26,THC —,CBD —,Talkative,
1371,Bubba Cake,Hybrid,NA,4.8,10,THC 20%,CBD 0%,Relaxed,Myrcene
1372,Valley Girl,Hybrid,aka Valley Girl OG,4.6,48,THC 21%,CBG 1%,Happy,Caryophyllene
1373,Tropical Kush,Hybrid,NA,3.2,6,THC —,CBD —,Sleepy,
1375,Alien Pebbles,Hybrid,NA,4.6,14,THC —,CBD —,Focused,
1376,Lemon Alien Dawg,Hybrid,aka L.A.D.,4.5,77,THC 17%,CBG 1%,Relaxed,Myrcene
1377,Petrolia Headstash,Indica,"aka Petrol Headstash, Petrolia, Headstash",4.3,21,THC —,CBD —,Aroused,
1378,Clementine Kush,Hybrid,NA,4.4,36,THC 13%,CBG 1%,Giggly,Caryophyllene
1379,Ash,Hybrid,NA,4.6,16,THC 14%,CBG 1%,Happy,Myrcene
1380,Grape Skunk,Indica,NA,4.2,46,THC 27%,CBG 1%,Happy,Myrcene
1381,Cherry Haze,Sativa,NA,4.7,3,THC 19%,CBG 1%,Energetic,Myrcene
1382,Nutter Budder,Hybrid,aka Nutter Butter,4.8,9,THC —,CBD —,Happy,
1383,Dank Sinatra,Hybrid,NA,4.4,20,THC 18%,CBD 0%,Sleepy,Limonene
1384,Alaskan Purple,Hybrid,aka Purple Alaskan,4.2,6,THC —,CBD —,Sleepy,
1385,Frisian Duck,Hybrid,NA,4.3,19,THC —,CBD —,Hungry,
1386,Blue Ice,Hybrid,NA,4.5,8,THC 18%,CBD 0%,Giggly,Pinene
1387,Pheno 51,Hybrid,NA,4.4,52,THC —,CBD —,Relaxed,
1388,Devil Fruit,Indica,NA,4.3,25,THC —,CBD —,Tingly,
1389,Guava Cookies,Hybrid,NA,5.0,6,THC 18%,CBG 1%,Aroused,Pinene
1390,Gelato Dream,Hybrid,NA,4.7,3,THC 20%,CBG 1%,Euphoric,Limonene
1391,Cake 'n Chem,Unknown,NA,4.0,14,THC —,CBD —,Aroused,
1392,Gorilla Pie,Hybrid,NA,4.8,20,THC 21%,CBG 1%,Creative,Pinene
1393,Appleberry,Indica,NA,4.6,14,THC 25%,CBG 1%,Sleepy,Myrcene
1394,Endless Sky,Indica,NA,4.7,29,THC —,CBD —,Sleepy,
1395,Emerald City Kush,Unknown,NA,4.7,6,THC —,CBD —,Sleepy,
1396,Cookie Breath,Hybrid,NA,4.5,26,THC 12%,CBD 0%,Happy,Myrcene
1397,Captain Jack,Hybrid,NA,4.8,12,THC 20%,CBG 2%,Aroused,Myrcene
1398,Sweet Kush,Hybrid,"aka Sweet OG Kush, Sweet Hindu Kush",4.2,96,THC 17%,CBD 0%,Hungry,Pinene
1399,Sugar Plum,Sativa,NA,4.4,54,THC 20%,CBG 1%,Uplifted,Myrcene
1400,Juice Box,Hybrid,NA,5.0,10,THC —,CBD —,Talkative,
1401,Grape Gas #7,Unknown,NA,4.7,12,THC 19%,CBD 0%,Uplifted,Limonene
1402,Gummy Bunz,Unknown,NA,4.5,4,THC —,CBD —,Focused,
1403,Knockout Runtz,Hybrid,NA,5.0,5,THC —,CBD —,,
1404,Humble Pie,Hybrid,NA,4.7,13,THC 24%,CBG 1%,Uplifted,Caryophyllene
1405,Versace,Hybrid,NA,4.8,31,THC 14%,CBD 0%,Focused,Myrcene
1406,Nova,Indica,NA,4.9,17,THC —,CBD —,Euphoric,
1407,Coffee Ice Cream,Hybrid,NA,4.8,24,THC —,CBD —,Sleepy,
1408,KC 33,Hybrid,NA,4.3,12,THC —,CBD —,Hungry,
1409,Orange Pie,Hybrid,NA,4.3,32,THC —,CBD —,Hungry,
1410,Pablo’s Mint,Hybrid,NA,5.0,2,THC —,CBD —,,
1411,Xeno,Hybrid,NA,4.5,6,THC —,CBD —,Sleepy,
1412,Mixed Berry,Unknown,NA,4.5,20,THC —,CBD —,Aroused,
1413,Blackberry Diesel,Sativa,aka Blackberry Sour,4.2,25,THC 12%,CBG 1%,Energetic,Myrcene
1414,Jungle Breath,Hybrid,NA,4.4,8,THC —,CBD —,Tingly,
1415,Wedding Gushers,Hybrid,NA,4.5,6,THC —,CBD —,Uplifted,
1416,Citrus Punch,Sativa,NA,4.3,33,THC 11%,CBD 0%,Uplifted,Myrcene
1417,Wifi Mints,Hybrid,NA,4.4,5,THC 19%,CBG 1%,Giggly,Limonene
1418,Space Jam,Hybrid,NA,4.7,3,THC —,CBD —,Hungry,
1419,Cataract Kush,Hybrid,NA,4.4,186,THC 17%,CBG 1%,Sleepy,Limonene
1420,Dread Bread,Unknown,NA,4.8,13,THC 21%,CBG 1%,Focused,Terpinolene
1421,Caked Up Cherries,Hybrid,NA,4.2,5,THC 25%,CBG 1%,Euphoric,Limonene
1422,It's It,Hybrid,NA,3.6,11,THC 15%,THCV 1%,Uplifted,Limonene
1423,Maple Leaf Indica,Indica,NA,4.4,49,THC 16%,CBG 1%,Sleepy,Myrcene
1424,Triple Diesel,Sativa,aka Triple D,4.3,73,THC —,CBD —,Focused,
1425,Mule Fuel,Hybrid,NA,4.6,18,THC 28%,CBD 0%,Sleepy,Terpinolene
1426,Kush Mountain,Indica,NA,5.0,9,THC 19%,CBG 1%,Aroused,Terpinolene
1427,Gelato Punch,Hybrid,NA,3.6,8,THC —,CBD —,Happy,
1428,Sharksbreath,Hybrid,"aka Shark Breath, Shark's Breath",4.3,91,THC 17%,CBG 1%,Focused,Caryophyllene
1429,Yuck Mouth,Hybrid,NA,4.4,11,THC —,CBD —,Focused,
1430,Sour Alien,Hybrid,aka Sour Alien OG,4.3,130,THC 19%,CBG 1%,Tingly,Terpinolene
1431,Hawaiian Dream,Sativa,NA,4.5,77,THC —,CBD —,Focused,
1432,Island OG,Hybrid,NA,5.0,2,THC 18%,CBG 1%,Euphoric,Myrcene
1433,Wedding Cookies,Hybrid,NA,4.4,7,THC —,CBD —,Talkative,
1434,Jellysickle,Hybrid,NA,4.2,5,THC —,CBD —,Sleepy,
1435,Big Detroit Energy,Hybrid,NA,4.6,14,THC —,CBD —,Euphoric,
1436,Melonatta,Hybrid,NA,4.5,19,THC 23%,CBG 1%,Creative,Limonene
1437,Lemon Walker OG,Hybrid,aka Lemon Walker OG Kush,4.4,39,THC 24%,CBG 1%,Focused,Limonene
1438,Orange Turbo,Hybrid,aka Orange Turbo Diesel,4.4,18,THC 17%,CBG 1%,Happy,Pinene
1439,Rainbow Reserve,Hybrid,NA,4.8,12,THC —,CBD —,Relaxed,
1440,Merlot OG,Indica,NA,4.7,24,THC —,CBD —,Sleepy,
1441,Duke Nukem,Hybrid,"aka Nukem, Nuke Em",4.4,87,THC —,CBD —,Creative,
1442,Orange Dream,Hybrid,NA,4.2,99,THC 18%,CBD 0%,Uplifted,Myrcene
1443,B-52,Indica,NA,4.2,51,THC 18%,CBG 1%,Sleepy,Myrcene
1444,Bubba Skywalker,Hybrid,NA,5.0,4,THC —,CBD —,Sleepy,
1445,Blue Mystic,Indica,NA,4.3,158,THC 15%,CBG 1%,Sleepy,Myrcene
1446,Brandywine,Indica,NA,4.4,45,THC 18%,CBG 1%,Relaxed,Limonene
1447,Loud Dream,Hybrid,NA,3.8,44,THC 14%,CBD 0%,Creative,Myrcene
1448,Pink Pineapple,Sativa,NA,4.3,3,THC 20%,CBG 2%,Euphoric,Myrcene
1449,Turbo Mind Warp,Hybrid,NA,4.5,13,THC —,CBD —,Happy,
1450,Blue Chem,Hybrid,"aka Blue Dog, Blueberry Chemdog, Blueberry Chemdawg",4.8,8,THC —,CBD —,Happy,
1451,Grape Punch,Hybrid,NA,4.4,9,THC 18%,CBG 1%,Happy,Limonene
1452,Las Vegas Triangle Kush,Hybrid,NA,4.2,19,THC —,CBD —,Relaxed,
1453,F1,Sativa,NA,2.0,1,THC 19%,CBD 0%,,Myrcene
1454,Blue Sunshine,Unknown,NA,4.4,12,THC 16%,CBD 0%,Tingly,Myrcene
1455,Critical Cheese,Hybrid,NA,4.3,57,THC 16%,CBD 0%,Talkative,Caryophyllene
1456,Sour Mango,Hybrid,NA,4.5,12,THC 18%,CBG 1%,Relaxed,Myrcene
1457,Spumoni,Hybrid,NA,5.0,8,THC 23%,CBD 0%,Sleepy,Pinene
1458,Insane,Unknown,NA,4.3,4,THC 22%,CBG 1%,Hungry,Terpinolene
1459,Sojay Haze,Sativa,NA,4.6,114,THC —,CBD —,Energetic,
1460,Highwayman,Hybrid,NA,3.9,23,THC —,CBD —,Focused,
1461,Miracle Whip,Hybrid,"aka Miracle Whip #3, The Whip",4.7,15,THC 20%,CBG 2%,Relaxed,Terpinolene
1462,Enemy of the State,Indica,NA,4.3,37,THC 14%,CBD 0%,Sleepy,Pinene
1464,Banana Candy,Indica,NA,4.1,38,THC 17%,CBG 1%,Giggly,Limonene
1465,The Bling,Hybrid,NA,4.5,10,THC 19%,CBG 1%,Euphoric,Myrcene
1466,Pineapple Muffin,Hybrid,NA,4.6,5,THC —,CBD —,Focused,
1467,Disco Glitter,Hybrid,"aka King Cake, King's Cake",4.5,18,THC —,CBD —,Relaxed,
1468,Motor Cake,Hybrid,NA,4.7,11,THC —,CBD —,Relaxed,
1469,Razzle Dazzle,Hybrid,NA,4.4,5,THC —,CBD —,Relaxed,
1470,805 Glue,Hybrid,NA,4.6,39,THC —,CBD —,Giggly,
1471,Lion OG,Unknown,NA,4.3,10,THC 20%,CBG 1%,Talkative,Myrcene
1472,Breath Mints,Hybrid,NA,4.3,15,THC 22%,CBG 1%,Sleepy,Caryophyllene
1473,Wet Dream,Sativa,aka Wet Dreams,4.4,87,THC —,CBD —,Energetic,
1474,Banana Butter Cup,Unknown,NA,5.0,4,THC —,CBD —,Tingly,
1475,Jack 47,Hybrid,NA,4.5,41,THC 21%,CBD 0%,Happy,Myrcene
1476,Himalayan Gold,Hybrid,aka Himalaya Gold,4.1,55,THC 17%,CBG 1%,Sleepy,Pinene
1477,Caramelo,Sativa,NA,4.3,30,THC 16%,CBD 0%,Tingly,Limonene
1478,Bon Bons,Hybrid,"aka Bon Bon, BonBon",4.2,5,THC —,CBD —,Creative,
1479,Sugar Candy,Hybrid,NA,5.0,10,THC 22%,CBD 0%,Talkative,Caryophyllene
