,Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene
2407,Sweet Pink Grapefruit,Hybrid,NA,4.8,8,THC —,CBD —,Uplifted,
2408,Dirty Old Bastard,Indica,NA,4.1,8,THC —,CBD —,Uplifted,
2409,Mother’s Helper,Hybrid,NA,4.6,112,THC —,CBD —,Energetic,
2410,Lindsay OG,Hybrid,NA,4.0,1,THC —,CBD —,Happy,
2411,Purple Pantera,Hybrid,NA,4.8,5,THC 20%,CBD 0%,,Myrcene
2412,Pineberry,Hybrid,NA,4.7,7,THC 14%,CBD 0%,Focused,Myrcene
2413,Xena,Unknown,NA,4.7,9,THC 26%,CBG 1%,Euphoric,Linalool
2414,White Choco,Hybrid,NA,4.1,11,THC —,CBD —,Creative,
2415,Royale With Cheese,Hybrid,NA,5.0,2,THC 16%,CBD 0%,Happy,Limonene
2416,A-Train,Hybrid,NA,4.0,87,THC 14%,CBG 1%,Aroused,Caryophyllene
2417,Elon Musky,Hybrid,NA,4.8,4,THC 22%,CBG 1%,Hungry,Myrcene
2418,Apple Rings,Hybrid,NA,4.5,8,THC 22%,CBG 1%,Relaxed,Caryophyllene
2419,Piff,Hybrid,NA,4.2,5,THC 18%,CBG 1%,Euphoric,Myrcene
2420,Pink Anxiety,Hybrid,NA,5.0,1,THC —,CBD —,,
2421,Fuel Biscuits,Hybrid,aka Fuel Biscuit,4.4,10,THC —,CBD —,Uplifted,
2422,Purple Cotton Candy,Indica,NA,4.6,37,THC —,CBD —,Relaxed,
2423,Superstar,Hybrid,NA,4.1,21,THC —,CBD —,Aroused,
2424,Royal,Hybrid,aka Royal OG,4.3,3,THC —,CBD —,Relaxed,
2425,1024,Sativa,aka Ten Twenty Four,4.5,62,THC 8%,THCV 4%,Energetic,Terpinolene
2426,Banana Sorbet,Hybrid,NA,4.0,2,THC —,CBD —,Aroused,
2427,Gizmo,Hybrid,aka Gizmo OG,4.3,4,THC —,CBD —,Uplifted,
2428,G-Force,Indica,NA,4.3,6,THC —,CBD —,Focused,
2429,Ain't One,Hybrid,NA,4.2,5,THC —,CBD —,Euphoric,
2430,Dreamsicle,Hybrid,NA,3.0,1,THC 18%,CBG 1%,,Myrcene
2431,Kill Bill,Hybrid,NA,4.4,21,THC —,CBD —,Hungry,
2432,Lime Haze,Sativa,NA,4.1,37,THC 19%,CBG 1%,Energetic,Myrcene
2433,A1,Hybrid,aka A1 Haze,4.5,4,THC 21%,CBD 0%,Euphoric,Caryophyllene
2434,Rockbud,Indica,NA,4.2,13,THC —,CBD —,Sleepy,
2435,Pluto's Fire,Hybrid,NA,4.7,3,THC —,CBD —,Aroused,
2436,Alien Asshat,Hybrid,NA,4.8,44,THC 22%,CBG 1%,Giggly,Myrcene
2437,Bangarang,Unknown,NA,4.3,7,THC —,CBD —,Tingly,
2438,Facemelt OG,Hybrid,NA,4.4,12,THC —,CBD —,Uplifted,
2439,Moolah,Hybrid,aka Moolah OG,5.0,3,THC 20%,CBD 0%,Tingly,Myrcene
2440,ZMO,Hybrid,NA,4.7,3,THC —,CBD —,Sleepy,
2441,OG Sour Diesel,Hybrid,NA,4.4,13,THC 19%,CBD 0%,Aroused,Caryophyllene
2442,Jack Smack,Sativa,NA,5.0,9,THC —,CBD —,Energetic,
2443,Gelato Pebbles,Hybrid,NA,5.0,3,THC —,CBD —,Aroused,
2444,Mint Lemonade,Hybrid,NA,4.7,6,THC 17%,CBD 0%,Aroused,Myrcene
2445,Fat Purple,Indica,NA,4.6,19,THC 18%,CBG 1%,Aroused,Limonene
2446,Gypsy Kush,Hybrid,NA,4.5,2,THC 17%,CBG 3%,,Myrcene
2447,Lemon Hash Diesel,Unknown,NA,4.6,11,THC —,CBD —,Aroused,
2448,White Caramel Cookie,Indica,NA,5.0,4,THC —,CBD —,Euphoric,
2449,Sherbert Cake,Hybrid,NA,4.3,3,THC —,CBD —,,
2450,Y2K,Hybrid,NA,4.3,4,THC —,CBD —,,
2451,Venice OG,Sativa,NA,4.1,36,THC 17%,CBG 1%,Energetic,Caryophyllene
2452,Return of the MAC,Hybrid,NA,4.8,12,THC —,CBD —,Giggly,
2453,Fresh Water Taffy,Hybrid,NA,4.0,2,THC —,CBD —,,
2454,Apple Cider,Hybrid,NA,3.0,2,THC —,CBD —,,
2455,Sunshine Lime,Hybrid,aka Sunshine Lime #5,4.5,6,THC 20%,CBD 0%,Tingly,Myrcene
2456,Stinky Pete,Hybrid,NA,4.8,9,THC 25%,CBG 1%,Giggly,Myrcene
2457,Jasmine,Hybrid,aka Yasmin,4.7,19,THC —,CBD —,Euphoric,
2458,Blue Galaxy,Hybrid,NA,4.6,14,THC —,CBD —,Happy,
2459,Wizard Punch,Hybrid,NA,4.3,12,THC —,CBD —,Euphoric,
2460,Golden Tangie,Sativa,NA,4.3,11,THC 16%,CBD 0%,Euphoric,Terpinolene
2461,Blue Champagne,Hybrid,NA,4.2,66,THC —,CBD —,Creative,
2462,Sapphire Star,Hybrid,aka Sapphire,4.4,25,THC 24%,CBG 1%,Giggly,Limonene
2463,Professor Chaos,Hybrid,"aka Prof Chaos, Chaos",4.6,40,THC 19%,CBD 0%,Focused,Myrcene
2464,Tangie and Cream,Sativa,aka Tangie N Cream,4.0,11,THC 17%,CBG 1%,Tingly,Myrcene
2465,Pink Hawaiian,Hybrid,aka Hawaiian Pink,4.9,7,THC —,CBD —,Uplifted,
2466,Sweet Pie,Hybrid,NA,4.8,4,THC —,CBD —,Aroused,
2467,Cereal Milk Cookies,Hybrid,NA,4.8,4,THC —,CBD —,Relaxed,
2468,Blizzard Bush,Hybrid,NA,5.0,3,THC —,CBD —,Talkative,
2469,Platinum Valley,Sativa,NA,4.7,3,THC 21%,CBD 0%,,Caryophyllene
2470,Cherry Dawg,Hybrid,NA,4.8,4,THC —,CBD —,Giggly,
2471,Chocolato,Hybrid,NA,5.0,3,THC 20%,CBG 1%,Tingly,Myrcene
2472,Grape Sorbet,Hybrid,NA,4.3,4,THC —,CBD —,Giggly,
2473,Deep Chunk,Indica,NA,4.6,16,THC —,CBD —,Sleepy,
2474,Glue Trap,Hybrid,NA,5.0,9,THC —,CBD —,Hungry,
2475,Nirvana,Hybrid,NA,4.9,9,THC 19%,CBD 0%,Aroused,Myrcene
2476,Phatt Frutty,Indica,NA,4.6,5,THC 22%,CBG 1%,Happy,Terpinolene
2477,Orange Harambe,Hybrid,NA,4.8,8,THC 19%,CBG 2%,Tingly,Myrcene
2479,HP13,Hybrid,"aka Hash Plant 13, HP-13, Hashplant #13",4.7,3,THC —,CBD —,Giggly,
2480,Fruit Crusher,Hybrid,NA,4.3,4,THC —,CBD —,Creative,
2481,Chong Star,Hybrid,NA,4.5,25,THC —,CBD —,Relaxed,
2482,Grape Octane,Hybrid,aka Grape Octane OG,4.7,7,THC 25%,CBG 1%,Creative,Caryophyllene
2483,Honey Lemon Cheese,Hybrid,NA,4.4,5,THC 20%,CBG 1%,Creative,Caryophyllene
2484,Pink Punch,Unknown,NA,5.0,2,THC —,CBD —,,
2485,Watermelon Cookies,Unknown,NA,5.0,3,THC —,CBD —,Uplifted,
2486,Aspen OG,Hybrid,NA,4.2,13,THC —,CBD —,Focused,
2487,Raspberry Haze,Unknown,NA,4.3,4,THC —,CBD —,Aroused,
2488,Papayahuasca,Unknown,NA,4.4,7,THC 18%,CBG 1%,Uplifted,Terpinolene
2489,Shiraz,Hybrid,NA,5.0,2,THC —,CBD —,,
2490,French King,Hybrid,NA,4.5,14,THC —,CBD —,Creative,
2491,Secret Recipe,Hybrid,NA,4.3,57,THC 24%,CBG 1%,Creative,Caryophyllene
2492,Heisenberg Kush,Sativa,NA,4.6,39,THC —,CBD —,Focused,
2493,Jabberwocky,Hybrid,NA,4.8,16,THC —,CBD —,Focused,
2494,Chemical Sunset,Hybrid,aka Chem Sunset,4.3,4,THC —,CBD —,Tingly,
2495,Guard Dawg,Indica,NA,4.3,20,THC 22%,CBG 1%,Sleepy,Limonene
2496,Blue Thai,Hybrid,NA,4.2,18,THC —,CBD —,Uplifted,
2497,The Boss,Hybrid,NA,5.0,2,THC 18%,CBG 1%,Focused,Myrcene
2498,Krishna Kush,Indica,NA,4.7,23,THC 18%,CBG 1%,Sleepy,Myrcene
2499,Tesla,Hybrid,NA,4.5,13,THC —,CBD —,Uplifted,
2500,﻿Jacky Girl,Hybrid,NA,4.5,15,THC —,CBD —,Energetic,
2501,Supermax OG,Hybrid,"aka Supermax OG Kush, Supermax Kush",4.8,49,THC 25%,CBG 1%,Tingly,Myrcene
2502,Hawaiian Duckfoot,Indica,NA,4.6,7,THC —,CBD —,Creative,
2503,Go Time,Hybrid,NA,4.3,13,THC 22%,CBG 1%,Focused,Myrcene
2504,Grilled Cheese,Hybrid,NA,4.8,8,THC 21%,CBG 1%,,Myrcene
2505,More Cowbell,Hybrid,NA,4.8,8,THC —,CBD —,Euphoric,
2506,Blackberry Rhino,Indica,aka Blackberry White,4.3,30,THC —,CBD —,Relaxed,
2507,Rainbow Crush,Hybrid,NA,5.0,4,THC 27%,CBG 1%,Euphoric,Myrcene
2508,Pineapple Sorbet,Hybrid,NA,4.2,6,THC 20%,CBG 1%,Tingly,Myrcene
2509,Purple Pound Cake,Hybrid,NA,4.5,2,THC —,CBD —,,
2510,Grape OX,Indica,NA,4.6,35,THC —,CBD —,Sleepy,
2512,Pineapple Faanta,Hybrid,NA,4.8,4,THC 25%,CBG 3%,Tingly,Terpinolene
2513,Green Crack CBD,Hybrid,NA,4.3,11,THC 20%,CBD 0%,Aroused,Caryophyllene
2514,Timewarp,Hybrid,aka Texada Timewarp,5.0,3,THC 15%,CBD 0%,Uplifted,Pinene
2515,Sweet Pink,Hybrid,NA,4.5,4,THC 18%,CBG 1%,Energetic,Myrcene
2516,Black Cheese,Indica,NA,4.3,3,THC —,CBD —,Sleepy,
2517,Lemon Tangie,Hybrid,NA,4.6,9,THC 17%,CBD 0%,Tingly,Myrcene
2518,Critical Kali Mist,Sativa,"aka Critical Kali, Critical Mist",4.3,22,THC —,CBD —,Tingly,
2519,Swiss Cheese,Hybrid,NA,4.2,5,THC —,CBD —,Giggly,
2520,Shawnee Hills,Hybrid,NA,4.6,14,THC —,CBD —,Aroused,
2521,Lemon Faderade,Hybrid,NA,3.8,4,THC —,CBD —,Giggly,
2522,Brazil Amazonia,Sativa,NA,4.6,8,THC —,CBD —,Focused,
2523,Galactic Punch,Hybrid,NA,4.7,3,THC 26%,CBG 1%,Tingly,Myrcene
2524,The Judge,Hybrid,NA,5.0,2,THC —,CBD —,,
2525,Larry Lovestein,Sativa,NA,4.8,5,THC —,CBD —,,
2526,Terp Town,Hybrid,NA,4.4,7,THC —,CBD —,Creative,
2527,Zoo Dawg,Unknown,NA,4.9,7,THC —,CBD —,Giggly,
2528,Sour Claws,Hybrid,NA,4.8,5,THC —,CBD —,,
2529,Colorado Bubba,Indica,"aka Colorado Bubba Kush, CO Bubba",4.4,12,THC 21%,CBD 0%,Sleepy,Limonene
2530,Durga Mata,Indica,NA,4.6,22,THC 16%,CBG 1%,Hungry,Myrcene
2531,Crater Lake,Hybrid,NA,4.7,36,THC 21%,CBG 2%,Uplifted,Myrcene
2532,Blue Ivy,Hybrid,"aka Blue Ivy OG, Blue Ivy Kush",4.3,36,THC 15%,CBD 0%,Energetic,Caryophyllene
2533,Purple Lemon Haze,Hybrid,NA,4.7,3,THC 18%,CBD 0%,,Myrcene
2534,Martian Muffins,Indica,NA,4.5,4,THC —,CBD —,Sleepy,
2535,Purple Moby Dick,Hybrid,NA,4.5,2,THC —,CBD —,Sleepy,
2536,Lemon Lights,Hybrid,NA,4.7,3,THC 17%,CBD 1%,,Myrcene
2537,Hong Kong,Hybrid,NA,4.5,60,THC 24%,CBD 0%,Uplifted,Myrcene
2538,ACDC Cookies,Hybrid,NA,4.3,8,THC 14%,CBD 11%,Relaxed,Myrcene
2539,Purple God,Hybrid,NA,5.0,2,THC 17%,CBD 0%,Aroused,Limonene
2540,Purple Cheddar,Indica,NA,4.5,36,THC 21%,CBG 2%,Sleepy,Myrcene
2541,Trideri,Indica,NA,4.6,10,THC —,CBD —,Relaxed,
2542,Pina Acai,Hybrid,aka Piña Acai,4.0,3,THC 26%,CBD —,,
2543,Amnesia Ganja Haze,Sativa,NA,4.6,5,THC —,CBD —,Creative,
2544,Hazen Haze,Hybrid,NA,4.3,3,THC —,CBD —,Talkative,
2545,Chunky Diesel,Hybrid,NA,4.6,61,THC —,CBD —,Focused,
2546,Pure OG,Indica,NA,4.1,79,THC 19%,CBD 0%,Sleepy,Caryophyllene
2547,OGiesel,Hybrid,NA,4.2,76,THC 18%,CBD 0%,Euphoric,Caryophyllene
2548,Chocolate Skunk,Sativa,NA,4.4,17,THC —,CBD —,Focused,
2549,Arjan's Ultra Haze #1,Sativa,NA,4.8,18,THC —,CBD —,Focused,
2550,Witches Weed,Hybrid,NA,4.3,3,THC —,CBD —,Creative,
2551,Diesel Dough,Hybrid,NA,4.5,22,THC 18%,CBG 1%,Energetic,Caryophyllene
2552,Arnold Palmer,Hybrid,NA,4.5,4,THC 19%,CBG 1%,Focused,Myrcene
2553,Jack Wreck,Sativa,NA,4.4,34,THC 15%,CBD 0%,Energetic,Terpinolene
2554,NBK,Hybrid,"aka Natural Born Killer, Born Killer, NBK OG",4.6,7,THC —,CBD —,Creative,
2555,Foul Mouth,Indica,NA,4.5,10,THC 16%,CBG 1%,Relaxed,Myrcene
2556,Opium,Hybrid,NA,4.5,16,THC 18%,CBG 1%,Euphoric,Myrcene
2557,Golden Triangle,Hybrid,aka Golden Triangle Kush,5.0,4,THC —,CBD —,Tingly,
2558,Royal Dwarf,Hybrid,NA,4.4,19,THC —,CBD —,Hungry,
2559,Phone Home,Hybrid,NA,4.8,6,THC 22%,CBG 1%,Relaxed,Ocimene
2560,Jolly Green Giant,Unknown,NA,4.0,3,THC —,CBD —,Focused,
2561,Rainbow Jimmies,Hybrid,NA,3.0,1,THC —,CBD —,Happy,
2562,Iceberg,Hybrid,NA,4.5,2,THC —,CBD —,,
2563,Enigma,Indica,aka Enigma OG,4.6,30,THC —,CBD —,Sleepy,
2564,Palpatine,Hybrid,"aka Palpatine OG, Palpatine Kush",4.0,2,THC 26%,CBG 1%,Giggly,Limonene
2565,North Star,Hybrid,NA,4.8,10,THC 18%,CBG 1%,Energetic,Myrcene
2566,Caramelicious,Hybrid,NA,4.2,73,THC 22%,CBG 1%,Happy,Pinene
2567,Wookie’s Cookies,Hybrid,aka Wookie Cookie,4.2,5,THC 16%,CBD 0%,Uplifted,Caryophyllene
2568,Four Way,Indica,NA,4.6,11,THC —,CBD —,Sleepy,
2569,Green Hornet,Hybrid,NA,3.8,51,THC —,CBD —,Energetic,
2570,Kali Haze,Hybrid,NA,,,THC —,CBD —,,
2571,Banana Pie #14,Unknown,NA,3.0,8,THC —,CBD —,Tingly,
2572,Frozay,Hybrid,NA,5.0,1,THC 21%,CBG 1%,,Limonene
2573,Rae Bae,Indica,NA,4.9,24,THC —,CBD —,Tingly,
2574,Cherry Fire,Hybrid,NA,4.7,3,THC 17%,CBG 1%,Creative,Terpinolene
2575,Sour Maui,Sativa,aka Sour Maui Wowie,4.5,51,THC —,CBD —,Talkative,
2576,Space Wrangler OG,Hybrid,NA,4.0,2,THC 16%,THCV 1%,Talkative,Limonene
2577,Rainbow Jones,Indica,NA,4.8,22,THC 13%,CBD 0%,Relaxed,Limonene
2578,Pineapple Pomegranate,Unknown,NA,5.0,3,THC 22%,CBG 1%,Energetic,Myrcene
2579,CHR Super OG,Indica,NA,4.1,18,THC —,CBD —,Giggly,
2580,Y-Kiki,Hybrid,NA,5.0,2,THC —,CBD —,Focused,
2581,Thank You Jerry,Hybrid,NA,5.0,4,THC —,CBD —,Tingly,
2582,Blueberry Bomb,Hybrid,NA,3.8,12,THC 15%,CBD 0%,Relaxed,Myrcene
2583,Koko,Unknown,NA,4.8,9,THC —,CBD —,Talkative,
2584,Crystal Gayle,Hybrid,NA,4.6,7,THC —,CBD —,Focused,
2585,Jamba Juice,Hybrid,NA,4.7,6,THC —,CBD —,Tingly,
2586,Florida Sundae,Hybrid,NA,5.0,2,THC —,CBD —,,
2587,Blue Ocean,Hybrid,NA,4.5,11,THC —,CBD —,Happy,
2588,Big Band,Hybrid,NA,4.7,10,THC —,CBD —,Euphoric,
2589,Lemon Cane,Hybrid,NA,4.8,9,THC 11%,CBG 9%,Energetic,Myrcene
2590,Juicy Jack,Hybrid,NA,4.3,25,THC —,CBD —,Talkative,
2591,33 Bananas,Hybrid,NA,4.7,6,THC 27%,CBD 0%,Relaxed,Limonene
2592,Pie of the Tiger,Hybrid,NA,5.0,3,THC —,CBD —,,
2593,G13 Diesel,Hybrid,aka G13 Sour Diesel,4.4,13,THC —,CBD —,Energetic,
2594,Jelly Sherbet,Unknown,NA,5.0,1,THC —,CBD —,,
2595,Elvis,Hybrid,NA,4.5,42,THC 23%,CBG 1%,Uplifted,Myrcene
2596,Pinewarp,Hybrid,NA,5.0,5,THC —,CBD —,Creative,
2597,Purple Arrow,Hybrid,NA,4.1,104,THC —,CBD —,Uplifted,
2598,Old Toby,Hybrid,NA,4.4,11,THC —,CBD —,Creative,
2599,Caramel Kona Coffee Cookies,Hybrid,NA,5.0,3,THC —,CBD —,Aroused,
2600,Johnny’s Tonic,Sativa,NA,4.7,11,THC 10%,CBD 0%,Focused,Myrcene
2601,El Niño,Hybrid,NA,3.7,32,THC —,CBD —,Sleepy,
2602,Devil's Lemons,Hybrid,aka Devil's Lemon,4.5,12,THC —,CBD —,Aroused,
2603,Mango Skunk,Hybrid,NA,4.6,5,THC 18%,CBD 0%,Tingly,Caryophyllene
2604,Piña Collision,Sativa,NA,4.3,6,THC —,CBD —,Energetic,
2605,Biohazard,Hybrid,NA,4.7,21,THC —,CBD —,Creative,
2606,Tangie Burn OG,Unknown,NA,4.4,5,THC —,CBD —,Focused,
2607,The White Angel,Hybrid,NA,4.7,9,THC 14%,CBG 7%,Aroused,Caryophyllene
2608,Purple Cherry Punch,Hybrid,NA,4.0,2,THC 13%,CBD 0%,,Caryophyllene
2609,Dirty Buntz,Hybrid,NA,5.0,1,THC —,CBD —,Aroused,
2610,Tropical Trip,Unknown,NA,4.6,8,THC —,CBD —,Creative,
2611,White Dream,Hybrid,aka White Widow Dream,4.7,34,THC —,CBD —,Uplifted,
2612,Grape Limeade,Unknown,NA,4.4,5,THC —,CBD —,Tingly,
2613,R-4,Hybrid,aka Cindy's Solution,5.0,4,THC 29%,CBG 1%,Uplifted,Caryophyllene
2614,Danky Doodle,Indica,NA,4.2,44,THC —,CBD —,Aroused,
2615,Washington Apple,Indica,NA,4.3,6,THC —,CBD —,Euphoric,
2616,Sticky Icky,Hybrid,NA,4.5,2,THC —,CBD —,Happy,
2617,Sin Valley OG,Hybrid,"aka Sin Valley, Sin Valley Kush, Sin Valley OG Kush",4.5,52,THC 22%,CBG 1%,Relaxed,Myrcene
2618,Original Mandarin Cookies,Hybrid,NA,5.0,4,THC —,CBD —,Tingly,
2619,Treasure Island,Hybrid,NA,4.7,27,THC —,CBD —,Focused,
2620,Garlic Glue,Hybrid,NA,4.8,9,THC 16%,CBG 1%,Relaxed,Myrcene
2621,Apple Rock Candy,Hybrid,NA,4.5,11,THC 24%,CBG 1%,Aroused,Limonene
2622,Peachy Mack,Hybrid,NA,4.6,5,THC —,CBD —,Talkative,
2623,98 Aloha White Widow,Hybrid,"aka Da Widz, Puna Death Widow, '98 Aloha White Widow, 1998 Aloha White Widow",4.8,15,THC 23%,CBG 1%,Giggly,Caryophyllene
2624,White Platinum,Hybrid,NA,4.0,2,THC —,CBD —,Giggly,
2625,Bitch Fuel,Hybrid,NA,4.7,9,THC —,CBD —,Focused,
2626,Suckles #2,Hybrid,aka Suckles,5.0,4,THC —,CBD —,Relaxed,
2627,Code Red,Hybrid,NA,5.0,1,THC —,CBD —,,
2628,Locomotion,Indica,NA,4.5,70,THC 16%,CBD 0%,Relaxed,Limonene
2629,Lemon Thai Kush,Hybrid,NA,4.5,6,THC 18%,CBG 1%,Relaxed,Limonene
2630,Purple Goat,Hybrid,NA,4.2,5,THC 16%,CBG 1%,Talkative,Caryophyllene
2631,Santa Cruz OG,Indica,aka 831 OG,4.8,11,THC —,CBD —,Hungry,
2632,Puck Yeah,Indica,NA,4.7,15,THC —,CBD —,Euphoric,
2633,Mt. Cook,Indica,aka Mount Cook,5.0,4,THC —,CBD —,Focused,
2634,Rampage,Unknown,NA,4.7,6,THC —,CBD —,Sleepy,
2635,White Girl,Hybrid,NA,4.7,12,THC 18%,CBD 0%,Aroused,Myrcene
2636,Jimi Hendrix,Hybrid,NA,4.7,24,THC 17%,CBD 0%,Creative,Pinene
2637,Sex on the Beach,Unknown,NA,4.8,4,THC —,CBD —,Sleepy,
2638,Mojo,Hybrid,NA,4.4,11,THC —,CBD —,Giggly,
2639,Ultra Violence,Hybrid,"aka UV, UltraViolence",4.1,9,THC 18%,CBD 0%,Relaxed,Caryophyllene
2640,Diablo Wind,Sativa,NA,4.7,3,THC —,CBD —,Focused,
2641,Lemon Fire,Hybrid,NA,4.6,13,THC 15%,CBG 1%,Tingly,Myrcene
2642,Cherry Grapefruit,Hybrid,aka Grapefruit Cherry,4.6,5,THC —,CBD —,Creative,
2643,Wild Berry Kush,Hybrid,aka Wild Berry,4.7,3,THC —,CBD —,Giggly,
2644,Purple Poison,Hybrid,NA,4.3,3,THC —,CBD —,Talkative,
2645,Cambodian,Sativa,NA,4.0,17,THC —,CBD —,Aroused,
2646,Training Day,Indica,NA,4.5,71,THC 18%,CBG 1%,Sleepy,Terpinolene
2647,Candy Apple Kush,Hybrid,NA,4.7,3,THC 9%,CBG 1%,Energetic,Myrcene
2648,Jack Skellington,Sativa,NA,4.5,107,THC 16%,CBG 1%,Creative,Myrcene
2649,High Noon Irish Cream,Hybrid,NA,5.0,3,THC —,CBD —,Sleepy,
2650,Tango Kush,Hybrid,NA,4.5,11,THC 16%,CBD 0%,Focused,Myrcene
2651,Alien Abduction,Hybrid,NA,3.7,17,THC —,CBD —,Hungry,
2652,White Dawg Fire OG,Hybrid,NA,5.0,6,THC —,CBD —,Giggly,
2653,Tropical Sherbert #71,Unknown,NA,4.5,2,THC —,CBD —,,
2654,Gatekeeper OG,Hybrid,aka Farmer 12 OG Kush,5.0,5,THC —,CBD —,Euphoric,
2655,Lemon Truffles,Unknown,NA,5.0,1,THC —,CBD —,,
2656,Sky Master,Sativa,NA,4.7,18,THC 28%,CBG 2%,Focused,Limonene
2657,White Queen,Hybrid,NA,4.3,46,THC 18%,CBG 1%,Hungry,Myrcene
2658,Boss Hogg,Hybrid,aka Pickens Mtn. Boss Hog,4.5,67,THC 20%,CBD 0%,Euphoric,Myrcene
2659,Bell Ringer,Indica,NA,5.0,10,THC —,CBD —,Sleepy,
2660,Lemon Tag,Hybrid,NA,4.0,8,THC 19%,CBG 1%,Focused,Caryophyllene
2661,Green Chem,Hybrid,NA,4.7,3,THC 15%,CBD 0%,Sleepy,Myrcene
2662,Whoopie Pie,Hybrid,NA,4.3,3,THC —,CBD —,Aroused,
2663,Hashplant Haze,Sativa,aka Hash Haze,4.5,33,THC 13%,CBD 0%,Happy,Myrcene
2664,Blue Satellite,Sativa,NA,3.6,53,THC —,CBD —,Talkative,
2665,Cookie Pebbles OG,Hybrid,NA,5.0,3,THC —,CBD —,,
2666,Island Girl,Sativa,aka Island G,4.6,8,THC 14%,CBG 1%,Aroused,Myrcene
2667,Beng Beng OG,Hybrid,NA,3.0,1,THC —,CBD —,Tingly,
2668,Oracle,Hybrid,NA,4.3,3,THC 25%,CBG 1%,Creative,Limonene
2669,Zelly’s Gift,Sativa,NA,4.7,32,THC 15%,CBG 1%,Energetic,Pinene
2670,Gutbuster,Indica,NA,4.7,19,THC 18%,CBG 1%,Tingly,Limonene
2671,Capone,Hybrid,aka Al Capone,5.0,3,THC —,CBD —,Hungry,
2672,Clockwork Orange,Hybrid,aka Clockwork,4.7,9,THC —,CBD —,Uplifted,
2673,Pink Goo,Hybrid,NA,3.5,2,THC —,CBD —,,
2674,Cookie Crash,Hybrid,NA,4.0,1,THC 21%,CBG 1%,,Caryophyllene
2675,T1,Hybrid,aka Trump,4.5,13,THC 12%,CBD 0%,Focused,Myrcene
2676,Mammoth,Hybrid,NA,4.6,28,THC —,CBD —,Focused,
2677,Velvet Purps,Hybrid,NA,4.7,7,THC —,CBD —,Giggly,
2678,Lemon Pineapple,Hybrid,NA,4.0,1,THC 20%,CBG 1%,Tingly,Myrcene
2679,Doctor Doctor,Sativa,NA,5.0,7,THC —,CBD —,Aroused,
2680,Morning Glory,Hybrid,NA,4.9,15,THC 20%,CBG 1%,Creative,Myrcene
2681,Fruit Spirit,Hybrid,NA,4.3,42,THC —,CBD —,Talkative,
2682,Orange Afghani,Indica,NA,4.7,7,THC —,CBD —,Relaxed,
2683,Stella Blue,Sativa,NA,4.3,28,THC 21%,CBG 1%,Energetic,Limonene
2684,Shark Attack,Indica,NA,4.4,20,THC —,CBD —,Aroused,
2685,Haleigh’s Hope,Hybrid,NA,4.9,39,THC —,CBD —,Relaxed,
2686,Think Different,Hybrid,NA,4.4,31,THC —,CBD —,Energetic,
2687,Cindy Haze,Hybrid,NA,5.0,2,THC —,CBD —,Energetic,
2688,Skystomper,Unknown,NA,4.3,7,THC —,CBD —,Talkative,
2689,Northern Hashplant,Indica,NA,4.5,86,THC —,CBD —,Sleepy,
2690,Heavy Duty Fruity,Hybrid,NA,4.0,80,THC 21%,CBG 1%,Hungry,Myrcene
2691,Holy Punch,Hybrid,NA,4.8,4,THC —,CBD —,Talkative,
2692,Head Doctor,Unknown,NA,4.5,6,THC 20%,CBG 1%,Focused,Myrcene
2693,Magic Purple Petro,Hybrid,aka JL's Magic Purple Petro,4.8,6,THC —,CBD —,Giggly,
2694,Sour Sorbet,Hybrid,NA,5.0,2,THC 20%,CBD 0%,,Myrcene
2695,Yolo Berry,Indica,NA,4.6,8,THC —,CBD —,Giggly,
2696,Double Dutch,Hybrid,NA,4.2,22,THC —,CBD —,Hungry,
2697,The CBG Blend,Hybrid,NA,5.0,6,THC —,CBD —,Energetic,
2698,White Linen,Unknown,NA,5.0,2,THC 24%,CBG 1%,Tingly,Myrcene
2699,Joseph OG,Hybrid,NA,,,THC —,CBD —,,
2700,Lights Out,Indica,NA,4.7,7,THC —,CBD —,Sleepy,
2701,Kush Crepes,Hybrid,NA,,,THC —,CBD —,,
2702,Ice Kush,Hybrid,NA,4.7,3,THC 20%,CBD 0%,Tingly,Caryophyllene
2703,Ursa Major,Unknown,NA,4.8,10,THC 29%,CBG 2%,Focused,Caryophyllene
2704,Master Skunk,Hybrid,"aka Master Kush Skunk, Master Skush, Master Skoosh",4.4,30,THC 23%,CBD 0%,Relaxed,Caryophyllene
2705,Shit,Hybrid,NA,,,THC —,CBD —,,
2706,Brian Berry Cough,Hybrid,NA,4.5,44,THC 18%,CBG 1%,Energetic,Myrcene
2707,Lilly,Sativa,NA,5.0,2,THC 21%,CBG 1%,Hungry,Myrcene
2708,Yummy,Hybrid,NA,4.4,44,THC 19%,CBG 1%,Sleepy,Pinene
2709,Fat Nelson,Hybrid,NA,4.5,8,THC —,CBD —,Euphoric,
2710,F 13,Hybrid,NA,5.0,3,THC 24%,CBG 1%,Aroused,Limonene
2711,The Sister,Indica,NA,4.1,10,THC —,CBD —,Tingly,
2712,Monkey Banana,Hybrid,aka Banana Monkey,5.0,2,THC —,CBD —,Talkative,
2713,Moonbeam,Indica,NA,4.2,67,THC 20%,CBG 1%,Sleepy,Limonene
2714,Medicine Woman,Hybrid,NA,4.8,29,THC 29%,CBG 1%,Uplifted,Myrcene
