Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
Cadillac Purple,Indica,aka Purple Cadillac,4.2,147.0,THC —,CBD —,Sleepy,,,,,,,0.0,0.004,0.006,0.0,0.0,0.0,0.0,0.068,0.077,0.0,0.025,0.069,0.3,0.0,0.27,0.656,,0.065,0.02,0.0,0.0,,0.42,0.0,19.42,0.0,0.0,0.04,0.0,0.0,0.02,0.23,0.08,0.0,
BTY OG,Indica,aka Better Than Yours OG,4.2,17.0,THC 23%,CBG 1%,Euphoric,Myrcene,,,,,,0.0,0.029,0.079,0.006,0.04,0.002,0.0,0.67,0.0,0.014,0.114,0.566,0.086,0.0,1.941,0.326,,0.196,0.637,0.0,0.004,,2.45,0.0,69.88,0.0,0.0,0.18,0.0,0.0,0.0,1.78,0.33,0.0,
Deep Sleep,Indica,aka PO #4,4.5,69.0,THC 15%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.007,0.005,0.0,0.0,0.0,0.0,0.04,0.0,0.003,0.031,0.036,0.117,0.0,0.129,0.493,,0.073,0.106,0.0,0.0,,0.59,0.0,19.0,0.0,0.0,0.04,0.0,0.0,0.0,0.16,0.05,0.0,
Supreme OG,Hybrid,,5.0,2.0,THC 19%,CBG 1%,Giggly,Limonene,,,,,,0.0,0.009,0.0,0.0,0.024,0.0,0.0,0.2,0.0,0.0,0.05,0.13,0.048,0.0,0.41,0.548,,0.101,0.629,0.0,0.0,,0.92,0.0,20.54,0.0,0.0,0.05,0.0,0.0,0.0,0.73,0.13,0.02,
501st OG,Hybrid,aka 501 OG,4.6,125.0,THC 21%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.005,0.0,0.0,0.001,0.0,0.0,0.094,0.0,0.0,0.029,0.037,0.031,0.0,0.133,0.427,,0.055,0.33,0.0,0.0,,0.4,0.01,22.18,0.02,0.0,0.08,0.0,0.0,0.02,0.71,0.08,0.0,
Cake Frosting,Hybrid,aka Frosted Cake,4.9,7.0,THC —,CBD —,Relaxed,,,,,,,0.0,0.016,0.071,0.0,0.0,0.0,0.0,0.368,0.0,0.032,0.153,0.652,0.048,0.0,1.681,1.237,,0.099,0.829,0.0,0.013,,3.9,0.0,72.48,0.0,0.0,0.12,0.0,0.0,0.0,1.18,0.29,0.0,
Snow Monster,Indica,,4.4,58.0,THC —,CBD —,Sleepy,,,,,,,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.188,0.0,0.106,0.123,,0.142,0.668,0.0,0.0,,1.17,0.0,25.29,0.0,0.0,0.04,0.0,0.0,0.07,0.73,0.05,0.0,
Tangie Dream,Hybrid,,4.4,21.0,THC 19%,CBD 0%,Creative,Myrcene,,,,,,0.0,0.008,0.007,0.001,0.002,0.001,0.0,0.07,0.062,0.004,0.005,0.053,0.402,0.0,0.169,1.413,,0.202,0.155,0.0,0.0,,0.95,0.0,20.7,0.0,0.0,0.06,0.0,0.0,0.0,0.42,0.05,0.0,
Fruity Chronic Juice,Indica,aka Chronic Fruit Juice,4.4,46.0,THC 18%,CBG 1%,Talkative,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.086,0.624,0.0,0.208,0.36,,0.24,0.089,0.0,0.0,,1.15,0.0,19.27,0.0,0.0,0.07,0.0,0.0,0.03,0.61,0.07,0.01,
Big Sur Holy Weed,Sativa,"aka Big Sur Holy Bud, BSHB, BSHW",4.1,31.0,THC 18%,CBD 0%,Energetic,Myrcene,,,,,,0.0,0.016,0.011,0.0,0.006,0.0,0.0,0.078,0.67,0.008,0.034,0.085,0.472,0.0,0.25,0.56,,0.236,0.586,0.0,0.0,,1.66,0.01,19.04,0.01,0.0,0.07,0.0,0.0,0.0,0.28,0.12,0.02,
Pineapple Thai,Sativa,,3.9,89.0,THC 17%,CBD 0%,Focused,Myrcene,,,,,,0.0,0.004,0.04,0.0,0.001,0.002,0.0,0.035,0.423,0.001,0.015,0.278,0.163,0.0,0.721,2.151,,0.077,0.074,0.0,0.0,,0.67,0.03,15.74,0.01,0.0,0.06,0.0,0.0,0.0,0.35,0.04,0.04,
Chem Scout,Indica,aka Chemscout,4.6,55.0,THC 20%,CBD 0%,Relaxed,Caryophyllene,,,,,,0.0,0.034,0.048,0.0,0.097,0.0,0.0,0.297,0.0,0.099,0.086,0.987,0.1,0.0,2.294,0.91,,0.193,0.75,0.0,0.0,,5.8,0.0,67.54,0.04,0.0,0.22,0.0,0.0,0.01,3.87,0.28,0.0,
Dark Knight,Hybrid,,4.4,16.0,THC —,CBD —,Happy,,,,,,,0.0,0.0,0.127,0.0,0.0,0.109,0.0,0.229,0.027,0.0,0.267,0.426,0.254,0.0,1.253,0.653,,0.123,0.181,0.0,0.0,,9.0,0.0,66.43,0.0,0.46,0.17,0.0,0.0,0.0,0.78,0.41,0.16,
Super Kush,Indica,,4.1,88.0,THC 18%,CBD 0%,Happy,Terpinolene,,,,,,0.0,0.014,0.01,0.0,0.008,0.0,0.0,0.006,0.001,0.007,0.047,0.107,0.056,0.0,0.348,0.336,,0.097,0.596,0.0,0.0,,1.19,0.0,24.04,0.0,0.0,0.07,0.0,0.0,0.0,0.41,0.14,0.0,
Cookie Kush,Hybrid,,4.4,5.0,THC 16%,CBG 1%,Happy,Myrcene,,,,,,0.0,0.015,0.005,0.0,0.0,0.0,0.0,0.399,0.0,0.008,0.001,0.046,0.054,0.0,0.151,0.094,,0.101,0.469,0.0,0.0,,0.38,0.0,16.77,0.0,0.0,0.04,0.0,0.0,0.0,0.27,0.06,0.0,
Green Candy,Sativa,aka California Green Candy,4.2,126.0,THC 17%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.089,0.22,0.003,0.07,0.078,0.058,0.0,0.195,0.511,,0.042,0.148,0.0,0.0,,1.21,0.0,16.8,0.0,0.0,0.05,0.0,0.0,0.0,1.31,0.14,0.02,
Locktite,Hybrid,aka Loctite,4.4,74.0,THC 19%,CBG 1%,Happy,Caryophyllene,,,,,,0.0,0.005,0.014,0.0,0.0,0.099,0.0,0.077,0.038,0.0,0.077,0.244,0.036,0.0,0.586,0.48,,0.05,0.1,0.0,0.0,,1.59,0.01,20.19,0.06,0.0,0.07,0.0,0.0,0.0,0.5,0.05,0.02,
Warlock,Hybrid,,3.9,76.0,THC 16%,CBD 0%,Relaxed,Myrcene,,,,,,0.01,0.0,0.016,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.145,0.603,0.169,0.0,0.5,2.686,,0.21,2.417,0.0,0.0,,56.09,0.0,0.0,1.03,0.55,0.0,19.65,0.24,0.0,0.0,2.28,1.95,
Banana Dream,Hybrid,,4.2,13.0,THC 32%,CBG 1%,Talkative,Limonene,,,,,,0.0,0.0,0.104,0.0,0.001,0.008,0.0,0.026,0.0,0.0,0.057,0.094,0.021,0.0,0.243,0.04,,0.019,0.038,0.0,0.0,,2.12,0.0,91.39,0.0,0.0,0.15,0.0,0.0,0.0,0.69,0.25,0.0,
Cracker Jack,Sativa,,4.0,105.0,THC 20%,CBG 1%,Energetic,Terpinolene,,,,,,0.034,0.0,0.006,0.004,0.001,0.0,0.007,0.004,0.151,0.923,0.002,0.119,0.052,0.031,0.312,0.104,,0.08,0.088,0.014,0.0,,0.98,0.0,20.74,0.01,0.0,0.07,0.0,0.0,0.0,0.87,0.14,0.0,
Green Haze,Sativa,,3.7,35.0,THC 16%,CBD 0%,Talkative,Myrcene,,,,,,0.0,0.01,0.012,0.0,0.0,0.0,0.0,0.112,0.0,0.01,0.0,0.115,0.023,0.0,0.242,0.445,,0.04,0.191,0.0,0.0,,0.19,0.0,17.79,0.02,0.0,0.17,0.0,0.0,0.0,0.7,0.07,0.07,
Alien Hallucination,Hybrid,,4.1,46.0,THC 20%,CBG 1%,Creative,Pinene,,,,,,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.055,0.108,0.0,0.03,0.059,0.486,0.0,0.241,0.513,,0.131,0.114,0.0,0.0,,0.52,0.0,22.57,0.01,0.0,0.05,0.0,0.0,0.0,1.08,0.05,0.0,
Hitman OG Kush,Hybrid,aka Hitman OG,5.0,5.0,THC 18%,CBD 0%,Giggly,Myrcene,,,,,,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.153,0.058,0.0,0.514,0.553,,0.105,0.56,0.0,0.0,,2.28,0.0,27.49,0.0,0.0,0.05,0.0,0.0,0.0,0.65,0.07,0.02,
Valley OG,Hybrid,,4.8,5.0,THC 23%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.008,0.007,0.0,0.0,0.0,0.0,0.06,0.0,0.003,0.1,0.236,0.032,0.0,0.774,0.328,,0.063,0.45,0.0,0.0,,1.53,0.0,22.85,0.0,0.0,0.02,0.0,0.0,0.0,0.38,0.08,0.02,
Cookie Pie,Hybrid,,4.4,5.0,THC 20%,CBG 1%,Sleepy,Caryophyllene,,,,,,0.0,0.007,0.021,0.0,0.0,0.001,0.0,0.102,0.0,0.004,0.007,0.176,0.037,0.0,0.636,0.086,,0.054,0.143,0.0,0.0,,1.5,0.0,23.95,0.0,0.0,0.05,0.0,0.0,0.0,0.89,0.07,0.02,
Chocolope Kush,Hybrid,,3.9,143.0,THC 21%,CBG 1%,Hungry,Myrcene,,,,,,0.0,0.011,0.008,0.0,0.0,0.044,0.0,0.185,0.0,0.007,0.0,0.05,0.039,0.0,0.112,0.636,,0.062,0.336,0.0,0.0,,0.73,0.0,22.82,0.0,0.0,0.09,0.0,0.0,0.0,0.79,0.1,0.0,
Miss USA,Hybrid,,4.4,11.0,THC —,CBD —,Tingly,,,,,,,0.0,0.011,0.007,0.0,0.0,0.0,0.0,0.0,0.031,0.004,0.052,0.079,0.082,0.0,0.272,0.381,,0.084,0.408,0.0,0.0,,0.46,0.0,20.95,0.0,0.0,0.03,0.0,0.0,0.0,0.38,0.09,0.0,
Truffula Tree,Hybrid,,5.0,4.0,THC 20%,CBD 0%,Giggly,Caryophyllene,,,,,,0.0,0.009,0.011,0.0,0.0,0.085,0.002,0.07,0.004,0.012,0.076,0.2,0.033,0.0,0.697,0.301,,0.065,0.376,0.0,0.0,,0.37,0.0,22.52,0.0,0.0,0.07,0.0,0.0,0.01,0.35,0.05,0.0,
Mango Cookies,Hybrid,,5.0,1.0,THC 18%,CBD 0%,,Pinene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.134,0.826,0.0,0.358,0.358,,0.31,0.14,0.0,0.0,,2.04,0.0,23.52,0.0,0.0,,0.0,0.0,0.0,0.66,0.07,0.01,
Afghan Haze,Hybrid,,4.2,57.0,THC 16%,CBG 1%,Creative,Myrcene,,,,,,0.0,0.022,0.01,0.0,0.0,0.0,0.0,0.053,0.0,0.015,0.036,0.105,0.065,0.0,0.253,0.162,,0.11,0.777,0.0,0.0,,0.29,0.01,24.8,0.02,0.0,0.09,0.0,0.0,0.0,1.29,0.13,0.03,
Space Bomb,Hybrid,,4.5,134.0,THC 19%,CBG 1%,Uplifted,Caryophyllene,,,,,,0.0,0.014,0.008,0.0,0.0,0.0,0.0,0.075,0.095,0.04,0.0,0.097,0.06,0.0,0.194,0.627,,0.086,0.312,0.0,0.0,,0.45,0.0,21.35,0.01,0.0,0.07,0.0,0.0,0.0,1.0,0.07,0.0,
Master Bubba,Indica,aka Master Bubba Kush,4.0,114.0,THC 24%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.005,0.003,0.0,0.001,0.045,0.0,0.048,0.064,0.003,0.033,0.078,0.018,0.0,0.286,1.998,,0.046,0.203,0.0,0.0,,0.56,0.0,26.95,0.0,0.0,0.07,0.0,0.0,0.0,0.27,0.1,0.0,
Megatron,Hybrid,,3.0,6.0,THC 20%,CBD 0%,Giggly,Pinene,,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.039,0.058,0.939,0.0,0.175,1.082,,0.36,0.121,0.0,0.0,,1.9,0.0,20.53,0.01,0.0,0.09,0.0,0.0,0.01,0.38,0.04,0.02,
Dream Beaver,Sativa,,4.7,51.0,THC 20%,CBG 1%,Talkative,Myrcene,,,,,,0.0,0.009,0.024,0.0,0.005,0.0,0.003,0.027,0.066,0.006,0.011,0.175,0.427,0.0,0.474,1.953,,0.21,0.309,0.0,0.0,,1.22,0.0,21.1,0.0,0.0,0.05,0.0,0.0,0.0,0.78,0.11,0.0,
A-Dub,Hybrid,,4.5,70.0,THC 23%,CBG 1%,Euphoric,Myrcene,,,,,,0.0,0.01,0.01,0.0,0.006,0.0,0.0,0.068,0.0,0.01,0.16,0.281,0.035,0.0,0.875,0.616,,0.07,0.5,0.0,0.0,,1.86,0.0,18.61,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.06,0.03,
Puna Budder,Hybrid,,4.9,18.0,THC 20%,CBD 0%,Uplifted,Myrcene,,,,,,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.243,0.0,0.0,0.0,0.119,0.059,0.0,0.371,0.971,,0.118,0.67,0.0,0.0,,1.07,0.0,27.15,0.0,0.0,0.07,0.0,0.0,0.0,0.51,0.11,0.0,
Moolah,Hybrid,aka Moolah OG,5.0,3.0,THC 20%,CBD 0%,Tingly,Myrcene,,,,,,0.003,0.008,0.012,0.0,0.0,0.1,0.008,0.048,0.0,0.06,0.117,0.173,0.043,0.001,0.426,0.86,,0.064,0.25,0.0,0.0,,0.47,0.0,21.11,0.0,0.0,0.05,0.0,0.0,0.0,0.52,0.0,0.0,
OG Sour Diesel,Hybrid,,4.4,13.0,THC 19%,CBD 0%,Aroused,Caryophyllene,,,,,,0.0,0.027,0.008,0.0,0.0,0.0,0.0,0.099,0.0,0.023,0.0,0.212,0.064,0.0,0.529,0.328,,0.092,0.551,0.0,0.0,,0.96,0.0,20.28,0.0,0.0,0.08,0.0,0.03,0.0,0.69,0.08,0.0,
Golden Tangie,Sativa,,4.3,11.0,THC 16%,CBD 0%,Euphoric,Terpinolene,,,,,,0.026,0.006,0.004,0.003,0.0,0.058,0.0,0.053,0.008,0.53,0.021,0.075,0.273,0.017,0.224,0.551,,0.166,0.103,0.01,0.0,,0.65,0.0,17.15,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.09,0.0,
OGiesel,Hybrid,,4.2,76.0,THC 18%,CBD 0%,Euphoric,Caryophyllene,,,,,,0.0,0.006,0.004,0.0,0.0,0.058,0.0,0.06,0.0,0.008,0.0,0.112,0.025,0.0,0.301,0.25,,0.05,0.264,0.0,0.0,,0.53,0.0,19.88,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.06,0.0,
The White Angel,Hybrid,,4.7,9.0,THC 14%,CBG 7%,Aroused,Caryophyllene,,,,,,0.0,0.014,0.02,0.0,0.005,0.023,0.0,0.141,0.0,0.004,0.077,0.073,0.049,0.0,0.262,0.37,,0.092,0.431,0.0,0.0,,1.16,0.0,29.86,0.0,0.0,0.07,0.0,0.0,0.0,1.07,0.11,0.0,
White Dream,Hybrid,aka White Widow Dream,4.7,34.0,THC —,CBD —,Uplifted,,,,,,,0.0,0.0,0.082,0.0,0.0,0.062,0.0,0.147,0.029,0.0,0.138,0.2,0.42,0.0,0.566,0.542,,0.23,0.262,0.0,0.0,,1.81,0.0,82.93,0.0,0.0,0.19,0.0,0.0,0.0,2.62,0.19,0.0,
White Girl,Hybrid,,4.7,12.0,THC 18%,CBD 0%,Aroused,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.059,0.124,0.0,0.0,0.455,1.07,,0.012,0.048,0.0,0.0,,1.07,0.0,19.51,0.0,0.0,0.06,0.0,0.0,0.0,0.9,0.15,0.0,
Lemon Fire,Hybrid,,4.6,13.0,THC 15%,CBG 1%,Tingly,Myrcene,,,,,,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.117,0.0,0.005,0.078,0.085,0.023,0.0,0.258,0.451,,0.046,0.23,0.0,0.0,,0.59,0.0,20.96,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.05,0.0,
Oracle,Hybrid,,4.3,3.0,THC 25%,CBG 1%,Creative,Limonene,,,,,,0.0,0.002,0.015,0.0,0.0,0.0,0.008,0.041,0.0,0.0,0.081,0.035,0.147,0.0,0.116,0.653,,0.05,0.071,0.0,0.0,,2.44,0.0,1.54,0.0,0.03,6.96,2.49,0.05,0.17,0.21,0.08,0.14,
Lemon Pineapple,Hybrid,,4.0,1.0,THC 20%,CBG 1%,Tingly,Myrcene,,,,,,0.138,0.036,0.058,0.032,0.0,0.133,0.0,0.196,0.183,0.474,0.0,0.31,0.161,0.14,0.546,0.666,,0.251,0.501,0.129,0.0,,2.55,0.0,77.41,0.0,0.0,0.26,0.0,0.0,0.0,2.95,0.21,0.0,
Zprite,Hybrid,,4.2,5.0,THC 19%,CBG 1%,Energetic,Terpinolene,,,,,,0.01,0.002,0.002,0.0,0.0,0.0,0.0,0.042,0.032,0.281,0.033,0.043,0.198,0.005,0.153,0.194,,0.102,0.056,0.005,0.0,,0.61,0.0,13.15,0.0,0.0,0.05,0.0,0.0,0.0,0.24,0.05,0.0,
Hawaiian Skunk,Hybrid,,4.1,52.0,THC 18%,CBG 2%,Euphoric,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.188,0.0,0.0,0.063,0.101,0.0,0.152,0.409,,0.058,0.117,0.0,0.0,,1.96,0.0,17.92,0.0,0.0,0.02,0.0,0.0,0.0,1.65,0.16,0.04,
The Gift,Hybrid,aka RG8,4.9,10.0,THC 15%,CBD 0%,Aroused,Limonene,,,,,,0.0,0.033,0.132,0.0,0.003,0.299,0.0,0.23,0.003,0.01,0.509,0.28,1.399,0.0,0.774,6.149,,0.645,0.735,0.002,0.0,,0.58,0.0,2.54,0.0,0.0,64.22,3.47,0.0,0.41,0.74,0.27,0.32,
Silver Cheese,Hybrid,,4.2,9.0,THC —,CBD —,Euphoric,,,,,,,0.0,0.017,0.019,0.001,0.001,0.0,0.0,0.451,0.003,0.011,0.011,0.267,0.058,0.0,0.635,0.283,,0.114,0.763,0.001,0.0,,0.46,0.0,23.86,0.0,0.0,0.05,0.0,0.0,0.0,1.06,0.09,0.0,
Jack OG,Hybrid,,4.5,2.0,THC 18%,CBD 0%,Giggly,Myrcene,,,,,,0.004,0.001,0.002,0.001,0.001,0.039,0.0,0.007,0.281,0.063,0.025,0.027,0.065,0.002,0.071,1.406,,0.04,0.031,0.002,0.0,,0.75,0.0,19.77,0.0,0.0,0.06,0.0,0.0,0.0,0.8,0.08,0.0,
Shangri-La,Hybrid,,4.6,54.0,THC 17%,CBD 0%,Uplifted,Myrcene,,,,,,0.0,0.012,0.003,0.0,0.01,0.0,0.0,0.095,0.002,0.009,0.02,0.069,0.045,0.0,0.257,0.588,,0.092,0.563,0.0,0.0,,0.99,0.0,22.32,0.0,0.0,0.07,0.0,0.0,0.0,0.42,0.25,0.03,
Blue Tara,Hybrid,,4.5,2.0,THC 21%,CBG 1%,Happy,Myrcene,,,,,,0.0,0.027,0.059,0.028,0.0,0.034,0.0,0.391,0.063,0.032,0.0,0.147,0.099,0.0,0.424,0.092,,0.116,0.461,0.0,0.0,,15.98,0.0,33.42,0.11,0.0,0.21,0.0,0.0,0.0,1.09,0.42,0.19,
Northern Skunk,Hybrid,,4.4,54.0,THC 19%,CBG 1%,Happy,Myrcene,,,,,,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.207,0.082,0.0,0.692,1.33,,0.163,1.081,0.0,0.0,,1.86,0.0,27.26,0.0,0.0,0.05,0.0,0.0,0.0,0.86,0.11,0.0,
Zelda,Hybrid,,4.8,14.0,THC 19%,CBG 1%,Relaxed,Caryophyllene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.128,0.033,0.0,0.422,0.018,,0.06,0.395,0.0,0.0,,0.96,0.0,23.45,0.0,0.0,0.01,0.0,0.0,0.0,0.65,0.04,0.0,
Afghan Diesel,Hybrid,,3.5,44.0,THC 10%,CBG 1%,Euphoric,Terpinolene,,,,,,0.0,0.06,0.084,0.0,0.0,0.0,0.0,1.045,0.031,0.075,0.844,1.009,0.304,0.0,3.012,8.284,,0.503,3.484,0.0,0.0,,19.91,0.0,32.98,0.17,0.07,0.28,0.0,0.0,0.0,1.28,0.74,0.29,
Animal OG,Unknown,,5.0,1.0,THC 17%,CBG 1%,Creative,Caryophyllene,,,,,,0.011,0.016,0.102,0.003,0.02,0.073,0.0,0.286,0.066,0.263,0.283,0.494,0.212,0.007,1.533,0.746,,0.209,0.559,0.008,0.0,,4.23,0.0,69.7,0.0,0.0,0.17,0.0,0.0,0.0,1.91,0.32,0.0,
Pacific Frost,Hybrid,,4.5,6.0,THC —,CBD —,Focused,,,,,,,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.056,0.0,0.0,0.057,0.032,0.127,0.0,0.111,0.934,,0.081,0.166,0.0,0.0,,0.53,0.0,19.93,0.0,0.0,0.03,0.0,0.0,0.0,0.64,0.06,0.0,
Sweet Jesus,Sativa,,4.9,10.0,THC —,CBD —,Energetic,,,,,,,0.0,0.047,0.28,0.0,0.0,1.372,0.0,0.894,6.716,0.316,0.144,1.079,1.132,0.0,3.411,11.997,,0.568,2.05,0.0,0.0,,12.14,0.0,31.3,0.0,0.0,0.27,0.0,0.0,0.0,0.97,0.54,0.19,
Melonberry,Hybrid,,5.0,3.0,THC —,CBD —,Creative,,,,,,,0.035,0.0,0.0,0.006,0.0,0.0,0.012,0.003,0.265,1.294,0.006,0.149,0.048,0.031,0.366,0.149,,0.08,0.112,0.018,0.0,,0.95,0.0,19.14,0.01,0.0,0.07,0.0,0.0,0.01,2.11,0.14,0.0,
Brain Candy,Hybrid,,5.0,4.0,THC —,CBD —,Hungry,,,,,,,0.003,0.0,0.062,0.007,0.001,0.0,0.0,0.239,0.012,0.069,0.14,0.31,0.036,0.0,0.842,0.179,,0.028,0.028,0.004,0.0,,4.08,0.0,77.17,0.0,0.0,0.18,0.0,0.0,0.0,1.21,0.45,0.13,
Shape Shifter,Hybrid,,4.3,3.0,THC 16%,CBG 2%,,Myrcene,,,,,,0.0,0.006,0.013,0.0,0.0,0.0,0.0,0.022,0.0,0.003,0.064,0.053,0.331,0.0,0.164,1.274,,0.148,0.074,0.0,0.0,,0.54,0.0,17.94,0.0,0.0,0.03,0.0,0.0,0.0,0.61,0.05,0.0,
Grimace OG,Indica,,4.8,14.0,THC 18%,CBD 0%,Aroused,Myrcene,,,,,,0.0,0.011,0.086,0.0,0.0,0.032,0.0,0.222,0.012,0.051,0.41,0.576,0.065,0.0,1.922,0.255,,0.071,0.245,0.0,0.0,,8.47,0.0,63.97,0.0,0.0,0.17,0.02,0.0,0.0,1.34,0.26,0.19,
The Cure,Hybrid,,4.5,2.0,THC 22%,CBG 2%,Giggly,Myrcene,,,,,,0.0,0.004,0.005,0.001,0.001,0.098,0.0,0.08,0.056,0.003,0.022,0.062,0.014,0.0,0.164,0.915,,0.029,0.15,0.0,0.0,,0.41,0.0,23.65,0.0,0.0,0.1,0.0,0.0,0.0,3.07,0.18,0.0,
Pineapple Hash Plant,Hybrid,,5.0,3.0,THC 18%,CBG 1%,Giggly,Terpinolene,,,,,,0.029,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.155,0.782,0.0,0.0,0.058,0.012,0.0,0.139,,0.069,0.113,0.01,0.002,,1.01,0.01,20.87,0.0,0.0,0.07,0.0,0.0,0.0,2.02,0.13,0.01,
Jesse's Girl,Indica,,4.7,12.0,THC —,CBD —,Euphoric,,,,,,,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.049,0.069,0.0,0.127,0.131,0.041,0.0,0.419,0.47,,0.017,0.028,0.0,0.0,,0.46,0.0,16.61,0.0,0.0,0.03,0.0,0.0,0.0,0.98,0.03,0.02,
Purple Lights,Indica,,,,THC 18%,CBD 0%,,Myrcene,,,,,,0.0,0.011,0.007,0.0,0.0,0.053,0.0,0.104,0.0,0.007,0.0,0.037,0.03,0.0,0.121,0.878,,0.054,0.241,0.0,0.0,,0.81,0.0,25.15,0.0,0.0,0.02,0.0,0.0,0.0,0.37,0.2,0.0,
Inferno OG,Hybrid,,3.7,3.0,THC 17%,CBG 1%,Aroused,Myrcene,,,,,,0.0,0.008,0.004,0.0,0.001,0.003,0.0,0.051,0.001,0.007,0.007,0.081,0.035,0.0,0.288,0.935,,0.069,0.346,0.0,0.0,,0.5,0.0,21.2,0.0,0.0,0.05,0.0,0.0,0.0,0.83,0.13,0.0,
Sweet Black Angel,Indica,,4.5,56.0,THC 15%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.009,0.038,0.761,0.0,0.135,2.114,,0.222,0.333,0.0,0.0,,0.62,0.0,17.19,0.0,0.0,0.04,0.0,0.0,0.0,1.02,0.07,0.0,
Grape Calyx,Hybrid,,5.0,8.0,THC 20%,CBG 1%,Hungry,Myrcene,,,,,,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.069,0.035,0.011,0.0,0.045,0.265,0.0,0.133,0.386,,0.069,0.071,0.0,0.0,,0.64,0.0,21.86,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.17,0.03,
Suicide Girl,Hybrid,,4.8,6.0,THC 21%,CBG 2%,Talkative,Myrcene,,,,,,0.0,0.0,0.002,0.0,0.0,0.006,0.0,0.171,0.274,0.0,0.007,0.055,0.287,0.0,0.121,1.666,,0.092,0.055,0.0,0.0,,0.48,0.0,24.23,0.0,0.0,0.06,0.0,0.0,0.0,1.74,0.07,0.0,
Trinity Kush,Hybrid,,,,THC 16%,CBG 1%,,Myrcene,,,,,,0.0,0.002,0.009,0.0,0.001,0.004,0.0,0.019,0.084,0.001,0.036,0.055,0.241,0.0,0.187,0.694,,0.066,0.02,0.0,0.0,,0.33,0.0,17.18,0.0,0.0,0.04,0.0,0.0,0.0,0.31,0.06,0.0,
Banana Dawg,Hybrid,aka Banana Dog,5.0,1.0,THC —,CBD —,Giggly,,,,,,,0.0,0.0,0.141,0.0,0.011,0.237,0.0,0.087,0.03,0.066,0.248,0.219,0.085,0.0,0.611,0.111,,0.08,0.105,0.0,0.0,,3.07,0.0,71.35,0.0,0.0,0.2,0.0,0.0,0.0,3.13,0.38,0.0,
Cherry Puff,Hybrid,,4.3,3.0,THC 16%,CBD 0%,,Myrcene,,,,,,0.0,0.495,0.143,0.021,0.039,0.0,0.098,0.674,1.552,0.452,0.062,2.457,9.763,0.022,8.75,13.669,,5.643,9.207,0.037,0.009,,,,,,,,,,,,,,
Silver Calyx,Hybrid,,5.0,2.0,THC 19%,CBG 1%,Aroused,Limonene,,,,,,0.0,0.01,0.01,0.0,0.003,0.006,0.0,0.111,0.0,0.004,0.088,0.126,0.04,0.0,0.327,0.01,,0.066,0.256,0.0,0.0,,0.38,0.0,21.12,0.0,0.0,0.05,0.0,0.0,0.0,1.33,0.05,0.0,
